input_token,a,adjusts,an,and,applies,attention,be,between,bias,by,can,change,chosen,collection,conditions,corpus,create,data,descent,determines,does,during,embedding,emphasizes,error,fact,fit,from,function,functions,gradient,gradients,has,helps,improvement,in,inference,input,inputs,instruct,intent,is,itself,know,language,large,learn,learned,likelihood,maps,mathematical,meaning,mechanism,method,minimization,model,network,neural,next,no,nonlinear,not,number,numeric,of,offset,on,one,optimization,output,outputs,over,parameter,parameters,part,patterns,people,predicted,prediction,predictor,predicts,probabilities,probability,produces,prompt,reason,reduces,relevant,repeated,represents,scales,shifts,slows,statistical,stops,sum,sums,text,the,to,token,tokens,trained,training,truth,understand,understanding,unit,updated,updates,using,vector,weight,weighted,weighting,what,when,word,zero
one,6.1087,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518
optimization,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
output,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,6.8356,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579
outputs,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
over,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
parameter,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
parameters,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,3.7975,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,3.8214,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,3.7740,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982
part,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
patterns,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
people,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
predicted,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
prediction,5.4126,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,4.0708,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811
predictor,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
predicts,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
probabilities,3.6105,-0.1259,3.6487,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,3.5919,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,3.6295,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259
probability,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,4.0094,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,4.0413,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688
produces,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,6.1087,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518,-0.0518
prompt,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,3.7975,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,3.8214,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,3.7740,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982
reason,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
